nombre,posicion,estadisticas,temporadas,puntos totales,promedio puntos por partido,rebotes totales,promedio rebotes por partido,asistencias totales,promedio asistencias por partido,robos totales,bloqueos totales,porcentaje tiros de campo,porcentaje tiros libres,porcentaje tiros triples
Clyde Drexler,Alero,15,22195,20.4,6899,6.1,6125,5.6,2207,719,47.2,78.8,31.8
